locationID,Latitude,Longitude
1IL0,40.7750,89.0011
63IS,40.7692,88.9831
2IS3,41.1717,89.8067
3IL2,41.4122,88.0486
LL13,38.0486,88.3006
IS15,42.0325,88.9025
5IS3,38.0783,89.9794
26IS,40.7667,88.5056
4IL2,40.8083,88.5417
57IS,38.3167,88.2722
FWC,38.3786,88.4128
61IS,41.0547,88.3872
08LL,41.0753,88.4892
2IL2,41.0533,88.4611
7IL9,41.5439,88.9933
IL99,41.5928,88.9672
C94,41.5664,88.9481
06IL,41.5994,88.8700
8IL6,38.8594,88.6586
9LL5,39.6511,89.4586
10C,42.4028,88.3750
IS64,40.7231,88.8667
51IS,39.6592,90.7000
39LL,40.4014,91.3031
IL32,39.7833,88.6214
68IS,42.1486,88.5597
7IL7,42.1267,88.5333
3IS4,42.2889,90.3453
2IL6,39.1375,90.6300
7IL8,41.5189,88.8375
HSB,37.8114,88.5503
8IL0,42.3528,88.6347
0C0,42.4025,88.6325
8IL2,42.4847,88.6000
8IL1,42.4083,88.6528
9I0,40.2219,90.0228
4IS5,38.2583,89.9381
9IL0,41.0944,89.3861
9IS9,40.3344,88.9553
9IL3,40.2819,89.0292
H07,38.7792,89.6406
3K4,39.1444,89.4569
9IL7,41.5097,90.1819
79IS,39.4447,90.5619
0C2,41.7708,88.7033
6IS8,39.9894,87.9053
04IL,40.6375,89.0069
82IS,42.1431,88.4028
6IL2,42.2211,88.4178
IL71,37.8192,89.1522
2IS4,41.3369,91.0133
1IL1,39.2444,89.4258
83IS,38.4264,89.1311
IJX,39.7747,90.2383
0LL1,39.0942,90.3133
0LL3,39.0550,90.3419
LL49,39.0622,90.2722
JOT,41.5178,88.1756
5IS7,40.0389,87.7817
IS26,40.1833,88.6153
70IL,39.4236,89.5683
28IS,39.1947,89.3117
35IS,39.5283,88.7639
33IS,39.5444,88.7575
62IS,40.0875,87.9075
FOA,38.6650,88.4531
LL40,41.4775,87.8406
15IL,41.7972,89.2731
FEP,42.2461,89.5819
C86,42.3778,89.5639
77LL,42.4236,90.5042
22IL,42.4119,90.4000
GBG,40.9381,90.4311
3G8,41.4397,90.1100
30IS,42.0772,88.6250
6IL0,42.1314,88.6997
6IL3,42.1667,89.5000
9IS2,40.4822,88.2675
IL45,40.3111,88.0153
7IS5,42.1214,88.3781
6IL6,42.1183,88.4078
LL45,39.1822,89.8217
48IL,38.9700,90.2472
16IS,37.5778,89.0092
55IS,39.5250,87.8058
7IL0,41.2708,87.5778
C81,42.3247,88.0742
IS82,39.3381,90.1781
LL20,39.3131,90.2778
7IL3,40.4283,89.6019
GRE,38.8361,89.3783
63IL,42.1833,88.5944
65IL,42.2008,88.6222
62IL,42.1861,88.6042
37IS,42.3322,88.6056
64IL,42.2417,88.6667
IS57,42.1797,88.6328
MWA,37.7550,89.0111
3LL1,38.2222,89.7042
69IL,41.3653,88.6792
34IS,41.4447,88.7167
67IL,41.3667,88.6500
68IL,41.3950,88.6828
3LL3,39.4461,87.6444
9LL9,39.4847,88.4694
MTO,39.4781,88.2792
IL78,41.1311,87.7922
IKK,41.0714,87.8464
12IL,41.2000,88.0167
3KK,41.1000,87.9167
47IL,40.9508,88.2706
EZI,41.2053,89.9639
32IS,40.1353,91.0094
00IS,40.0256,89.1228
16IL,42.0667,88.8333
IS59,42.1339,88.9242
IS55,40.5908,90.9422
35IL,41.5339,89.2028
0LL4,41.4192,89.1231
C75,41.0192,89.3864
2IS5,40.9522,89.4078
5IS4,39.7661,88.7794
6IL4,42.1603,89.8861
1IS4,42.1344,89.8244
LWV,38.7642,87.6056
IS34,38.7067,87.6333
26IL,42.1197,89.3733
48LL,42.1253,89.4589
28IL,42.0972,89.4192
65IS,41.0239,88.9836
96IL,42.3750,89.8458
2IS6,42.4181,89.8225
34IL,40.3625,90.1083
48IS,40.6022,88.8333
AAA,40.1586,89.3350
IL64,40.1806,89.5000
37IL,40.1333,89.3250
41IL,42.0694,89.0333
93IL,42.0675,89.0231
2IS7,42.0606,89.0033
3LF,39.1625,89.6747
IL65,41.0050,90.7083
IL72,41.1156,89.0447
2V3,41.1814,89.1467
0IS4,39.7625,88.6714
IS00,40.8417,89.2744
9IL6,40.5131,89.3672
MQB,40.5200,90.6525
LL27,40.4542,90.6236
C45,40.4894,89.7781
53IL,40.1528,88.5167
04IS,40.1786,88.5689
55IL,41.2778,87.8222
19LL,41.2569,87.9194
58IL,41.2383,87.8594
LL24,41.2069,87.7853
59IL,41.9258,88.6464
66IL,42.2692,88.5711
AJG,38.6067,87.7267
LL07,42.0639,89.9694
C55,42.0372,89.3928
I63,39.9853,90.8042
MVN,38.3233,88.8586
5LL1,39.6500,88.9750
5LL2,39.6083,88.8583
LL09,42.2806,88.0944
5LL3,39.7694,88.0953
4IL8,37.7564,89.3833
LL10,41.7347,88.2033
9IS0,40.5431,91.3308
06IS,40.5464,91.2744
38IS,40.5819,91.3586
6LL1,39.3139,88.3444
6LL0,39.3189,88.4250
3LL6,38.3350,89.7697
83LL,38.3036,89.8550
LL26,38.2750,89.8708
6LL4,38.2675,89.8917
IS73,41.5325,89.7019
IL24,39.7075,89.8831
6LL5,39.7894,89.9911
IL97,39.7369,89.8097
69LL,41.2869,91.0489
6LL6,38.4917,89.6633
0C8,41.5194,88.6056
IS41,41.4608,88.5919
7LL3,38.9317,88.1569
7LL8,39.3525,89.3008
LL18,41.0972,90.4528
7LL9,38.2617,89.4708
8LL0,38.8875,89.5572
OLY,38.7219,88.1764
2IL5,37.9342,88.2317
IL22,41.0072,90.8828
LL23,41.0172,90.8778
67LL,41.9903,89.3314
85LL,41.6839,88.2622
8N2,41.3997,88.7939
5K1,39.4200,89.9911
PRG,39.7003,87.6697
LL54,41.7194,89.0300
1IS5,41.6531,89.0014
1IL9,40.3006,89.1244
3LL8,38.0742,88.5375
IS60,39.1942,90.1561
0C7,41.5219,89.1325
81LL,41.5692,89.1736
IS69,39.9189,90.5108
M30,37.1858,88.7506
1IL4,38.4186,90.1311
81IL,40.4353,89.3592
4IS6,40.9306,89.1206
83IL,40.8928,89.1039
87IL,41.5167,88.2667
84IL,41.5069,88.2778
37LL,38.0478,89.9969
MLI,41.4486,90.5072
90IL,41.1981,87.5589
C56,41.3775,87.6797
2IL9,41.4328,87.7817
03IL,41.4022,87.8167
36IS,40.9264,90.7311
C66,40.9297,90.6311
82LL,42.1294,88.9922
IS40,42.0944,89.0272
2K0,40.0053,88.5586
LL39,41.2575,88.4778
C09,41.4242,88.4186
4IL5,41.7250,90.0050
4LL9,39.3436,89.4236
05IS,39.7258,89.2639
5LL0,38.4083,87.8375
3IS5,39.6844,89.5986
LL32,40.4500,88.0750
52IL,40.4103,88.0650
1C1,40.4489,88.1278
9LL0,39.8200,91.2211
88LL,42.1917,89.8381
IS19,42.3353,89.3236
IS78,42.3667,89.2319
8IL5,42.3681,89.3542
C15,40.4883,89.6758
PIA,40.6642,89.6933
3MY,40.7953,89.6133
2IL4,39.7792,90.7486
LL43,41.4500,89.1667
VYS,41.3519,89.1531
LL44,41.2986,89.1092
24LL,38.0861,89.4589
8LL7,39.5944,89.5944
91IS,39.8236,89.5039
86IS,40.7794,89.2578
RSV,39.0161,87.6497
LL74,42.0083,89.0486
75IS,41.8992,89.1703
RPJ,41.8931,89.0783
92IS,39.7419,89.4783
LL75,42.4250,89.4500
LL91,42.4158,89.4528
IS93,42.4425,89.4992
1C8,42.2917,89.1361
LL80,42.3819,89.1611
LL78,42.3117,89.1508
LL79,42.3931,89.1306
LL81,42.3750,89.0700
LL89,42.4872,89.1078
LL87,42.4556,88.9028
LL88,42.4750,89.0889
LL90,42.4458,88.9000
LL94,42.4344,88.9994
3IS2,40.7406,90.6694
95IL,37.4861,88.4000
LL97,42.3389,88.0847
94IS,37.9028,89.1375
5K4,40.1175,90.5903
SLO,38.6428,88.9642
0LL6,41.6983,88.6075
93LL,41.5944,88.6056
IS94,41.6056,88.6611
IS65,41.6383,88.6444
SFY,42.0458,90.1081
1LL0,41.3292,88.6000
1LL2,41.3006,88.6356
4IS7,40.0731,88.3994
1LL6,42.2281,89.7381
2IL0,42.1814,89.6769
1LL7,41.3497,89.7731
2H0,39.4106,88.8456
1LL8,40.7889,87.5583
2LL1,41.5417,88.6889
IS95,41.5586,88.6644
2LL2,41.3147,90.5519
IS71,42.4583,89.1950
2LL3,40.3889,89.0692
96IS,39.8750,87.8450
6IS0,40.0950,88.1286
C16,40.1464,88.1986
5IL2,38.0639,89.3878
PJY,37.9778,89.3606
01LL,38.1258,89.4639
LL46,40.8353,88.1528
PPQ,39.6389,90.7783
LL51,41.6042,88.2736
72IS,41.6253,88.5744
LL53,42.0089,88.4575
23IS,40.3258,90.8275
3LL9,38.8042,89.6089
LL55,41.9908,89.5597
00IL,41.9783,89.5603
70LL,40.9417,88.7500
2LL7,40.9347,88.7375
PNT,40.9244,88.6239
71LL,40.8425,88.5597
LL56,40.8842,88.5908
IS66,40.5922,91.2017
C77,42.3228,88.8364
72LL,41.3736,89.3444
LL65,41.1944,89.4500
LL64,41.1994,89.3944
88IS,40.0083,91.3822
UIN,39.9431,91.1944
IS24,39.0778,89.0817
TIP,40.2936,88.1425
91LS,38.2089,90.0372
89IS,38.2167,89.9750
2LL5,39.9986,88.0600
2LL9,41.7042,88.6931
49IL,41.5933,88.6917
3LL0,42.4917,89.0958
4IS8,40.0217,89.5500
SAR,38.1489,89.6986
IS62,40.8672,89.4531
3LL4,42.4472,88.2014
3LL5,42.4644,88.2342
SPI,39.8442,89.6781
0LL2,40.7389,90.3806
4IL4,39.0564,88.8161
3K6,38.7328,89.8067
0LL5,40.1100,88.0783
9IL2,40.0650,88.0264
IS33,39.0456,89.8406
LL38,41.8103,89.8383
SQI,41.7428,89.6764
3IL7,41.8033,89.0217
4LL0,41.8358,89.0933
4LL1,41.8542,89.0875
9IL4,41.8072,89.0481
96LL,40.6161,87.6142
4LL3,42.3083,89.9833
99IL,42.2867,89.9575
IS37,42.3239,89.9928
IS54,39.6431,89.1444
54IL,41.1286,88.8019
LL52,41.1611,88.9392
85IL,39.6372,88.6358
IS08,40.2628,90.2367
26LL,42.0094,88.7175
4LL8,42.0028,88.6458
4LL7,42.0000,88.6667
IL54,40.3442,90.4428
08IL,41.5769,89.7939
TAZ,39.5325,89.3306
56IS,40.2431,88.0828
IS56,40.0881,90.8853
15LL,41.2375,89.5367
5LL5,40.7014,89.8839
K96,39.7808,88.3061
5LL7,42.2106,88.5150
55LL,42.1542,88.5114
5LL8,41.1122,88.1400
II02,41.3856,84.8269
8IN7,39.0453,85.5153
0IN5,38.3289,86.0336
II06,39.9700,85.4708
1II3,38.9569,87.3942
II30,38.9067,87.4017
IN81,39.7519,85.5575
48II,41.1903,85.0242
12II,39.8561,84.9722
II32,38.0492,87.3814
II33,38.4608,87.6550
66IN,39.7875,85.6369
IN70,41.6336,87.0269
9IN8,41.2292,85.3581
IN62,41.2447,85.2975
18II,40.1200,86.0683
II34,39.2731,87.1222
1I7,39.7125,87.4014
II07,39.5322,86.8322
IN88,39.5133,86.7639
09IN,41.1208,85.4250
29IN,41.0758,85.3861
IN71,41.1856,85.5217
27LL,38.3750,90.3192
VLA,38.9914,89.1661
IS43,39.8700,88.0750
6LL2,41.1644,90.5572
25IL,39.5167,89.8583
LL34,40.2192,88.9228
95IS,40.3706,91.3889
56LL,41.7550,88.7711
98LL,40.7992,87.7836
IS02,40.7783,87.7917
6LL8,40.7922,87.7253
2T2,39.0139,88.5389
7LL4,40.1172,88.7589
3IS7,41.0867,89.0958
8IL3,41.7381,89.1625
7LL7,41.7361,89.1722
7LL6,41.6975,89.1442
04LL,42.1361,88.2875
28LL,39.4603,88.8683
3LS7,39.9864,89.5117
20IS,42.4972,89.7917
IS77,39.2208,89.3328
12LL,37.5403,89.4861
8LL1,42.3567,88.5061
8LL2,41.3694,89.5597
75LL,41.0836,89.7581
2C6,40.7739,90.0744
IL02,42.4722,87.9083
IN19,39.6431,85.9817
II05,41.0742,86.0642
0II0,40.2600,85.2533
II77,40.2594,85.2606
98IN,41.3639,85.3886
3IN5,41.3169,85.3714
I99,40.2325,85.6375
8IN9,39.6856,86.6022
AID,40.1086,85.6131
34II,40.0506,85.6028
II16,41.6369,84.9494
ANQ,41.6397,85.0836
9II4,40.1725,85.9447
IN27,40.1792,86.1158
II27,40.1667,85.9408
1IN3,41.0978,85.2425
3II9,41.0972,85.2422
2IN4,41.2567,86.1897
99IN,40.2061,86.1006
4IN7,40.3008,87.2292
GWB,41.3072,85.0644
22IN,41.3483,85.0075
50II,39.7736,86.7564
IN64,39.5608,86.2039
II93,39.4839,86.2269
7II9,39.5828,86.1797
HLB,39.3444,85.2583
BFR,38.8400,86.4453
05IN,39.6419,86.5042
8II0,38.8569,85.1014
06IN,39.2828,87.3036
1I3,39.0444,87.0056
BMG,39.1461,86.6167
II01,40.7561,85.2506
C40,40.7167,85.2500
88IN,39.5797,85.9322
07IN,39.5736,85.9139
58II,39.5208,85.9000
I91,38.0425,87.3178
6II4,37.9822,87.2989
IN09,40.5242,87.4119
IN11,41.2928,86.0711
4IN5,41.3442,86.1483
II95,41.3644,86.0633
0I2,39.4767,87.0997
3II8,41.4422,86.2611
0II2,41.4572,86.1244
IN42,41.4903,86.1994
0II1,40.4281,86.1533
IN69,41.6656,85.8322
II04,40.8839,87.3692
4II9,40.6092,86.8808
II83,39.8342,86.4342
38IN,39.9019,86.3631
36II,39.8411,86.3486
54II,40.6244,86.1553
0II3,40.6278,86.0378
69II,41.3694,84.8789
B25,41.4761,84.9061
40II,41.3514,84.8169
IN76,41.1264,86.6933
II08,40.6608,87.4397
IN63,40.3667,85.3386
1IN4,38.1431,85.9878
EKM,41.7194,86.0033
3C1,41.6569,86.0347
3IG3,41.1703,85.4217
30IN,41.2092,85.4581
BAK,39.2619,85.8964
91IN,39.2081,85.9747
CEV,39.6986,85.1297
10IN,39.7183,85.0489
1I8,40.5708,85.8917
1II4,38.1250,86.1622
CFJ,39.9756,86.9200
3IN8,41.2047,86.3458
IN54,41.2836,86.4628
1II5,41.2472,86.5031
37II,41.1756,86.3736
11IN,39.8189,86.5381
II82,39.7942,86.5778
12IN,38.1186,87.6475
II85,40.8961,85.0492
13IN,40.8153,84.9278
9IN4,38.5342,87.5919
0IN1,38.5000,87.5958
4II0,40.6094,86.7383
1I9,40.5428,86.6817
38II,39.7286,86.8231
II29,39.6108,86.7561
4I7,39.6336,86.8139
II37,39.7464,85.7747
0II7,39.7956,85.7861
GFD,39.7903,85.7361
79II,39.8833,85.7025
4II8,39.7222,85.7167
6II2,39.7333,85.7233
I34,39.3269,85.5225
67II,39.3714,85.5922
62IN,40.4308,85.9783
8IN2,39.6233,86.0314
05C,41.5197,87.3994
I61,39.8892,85.1633
0II9,39.5342,86.5772
7IN2,41.5014,84.8783
IN83,41.5022,84.9303
64I,38.6314,85.4433
75II,38.4467,86.2608
80IN,41.2042,84.8053
IN18,41.2744,84.8050
II67,40.4278,85.3733
21IN,40.4183,85.3556
II45,37.8925,87.1900
78I,39.5008,86.6903
II09,39.5736,86.6181
2II1,41.6097,85.5256
IN80,38.3214,86.4908
EVV,38.0369,87.5322
IN36,38.0356,87.7242
3EV,38.0117,87.5947
64IN,40.4347,85.6256
17IN,38.9783,85.1097
18IN,39.2783,87.4136
IN57,39.2614,87.4208
4II3,39.7364,86.7297
IN98,39.6831,85.8442
5I2,40.5397,86.5483
FWA,40.9783,85.1953
SMD,41.1433,85.1528
II36,39.6653,85.8167
II39,38.3361,87.4678
19IN,40.1944,86.5231
FKR,40.2733,86.5622
20IN,39.5139,86.0514
3FK,39.4264,86.0583
63II,39.5050,86.0303
2II3,40.2267,85.8164
40IN,39.0742,86.1542
FRH,38.5061,86.6369
5I6,40.5842,86.2569
II10,40.5819,86.1675
GYY,41.6164,87.4128
1II2,40.6158,84.8347
9IN9,40.0778,87.5153
35II,41.5422,85.8419
GSH,41.5264,85.7942
0II6,41.6431,85.8297
3II1,39.4167,86.6358
II11,41.2106,84.9861
II43,41.7500,86.1922
IN82,41.7494,86.0881
II12,40.9644,86.3719
IN25,39.9981,86.5772
57II,39.9642,86.5675
8II1,39.1831,87.1261
IN08,39.1694,87.1903
JVY,38.3656,85.7383
C62,41.4728,85.2608
50I,40.7586,87.4283
II15,40.9936,86.3417
8II3,38.2125,87.5794
II96,38.4928,86.9331
8II5,40.8994,85.0000
3HO,41.5542,87.2625
9IN3,41.5569,87.2264
9II8,39.0861,85.3711
1II0,39.5767,85.5878
25IN,41.7028,85.4194
HNB,38.2489,86.9536
II14,40.9611,85.5625
IN85,40.8372,85.4836
HHG,40.8531,85.4569
EYE,39.8308,86.2944
HFY,39.6275,86.0881
2R2,39.7467,86.4753
TYQ,40.0306,86.2514
IND,39.7172,86.2947
UMP,39.9353,86.0450
MQJ,39.8436,85.8969
7L8,39.7500,86.0139
II69,38.7181,85.7603
3R8,38.6572,85.7903
61IN,38.7136,85.6036
SER,38.9247,85.9083
95IN,38.8875,85.8264
II70,40.3844,86.0633
93IN,39.5886,85.7361
70II,39.5217,85.6864
IN49,39.4875,85.8053
GEZ,39.5831,85.8047
IN50,39.4403,85.7653
II97,39.4778,85.8833
5I4,40.1781,86.2172
IN51,40.1400,86.1525
IN65,41.6914,85.5956
1IN5,38.2847,87.3819
3IN7,41.6625,86.3542
SBN,41.7083,86.3172
IN53,39.2917,86.8236
II25,39.3372,86.7797
58IN,41.2583,84.8639
7IN9,40.0375,85.4106
43IN,38.1375,87.6764
II89,38.0869,87.6817
37IN,40.2917,86.7803
49IN,39.1317,87.3819
SIV,39.1147,87.4483
2IN5,40.0153,85.4728
IN10,40.9758,86.4200
26IN,39.8233,85.5919
II17,41.2681,86.5594
IN87,41.3514,86.6264
OXI,41.3303,86.6647
3C5,41.1897,86.6069
IN86,41.2803,86.6319
8I3,40.4333,86.2033
53IN,40.5214,86.2150
2II0,40.4175,86.1525
OKK,40.5281,86.0589
II18,41.3356,86.9286
78II,40.6361,85.6881
PPO,41.5725,86.7344
42II,41.6844,86.7678
28II,37.9747,86.0561
II19,40.4061,86.7536
LAF,40.4122,86.9369
IG02,40.2731,86.9075
31IN,40.2850,86.8564
6IN3,40.3492,86.7639
C98,41.1500,87.4625
II49,38.0369,86.9111
IN14,38.2389,86.0194
IN13,38.2236,85.9750
76II,41.2764,85.2711
II38,41.4264,86.3164
66II,40.0422,85.8653
6I4,40.0072,86.4406
49II,39.6097,87.0153
II28,41.2106,85.0636
II50,39.4828,86.6769
8II2,39.6531,84.8661
II20,40.6736,85.2633
47II,41.0561,85.6906
II51,41.4847,85.5931
IN89,41.4500,85.6056
II21,41.4753,85.6947
7IN6,38.5819,86.2536
6II7,39.8861,86.5814
II52,39.8775,86.5278
GGP,40.7111,86.3750
C97,41.2300,87.5078
0II8,41.3247,87.4758
IN90,41.2597,87.4814
73IN,38.9767,87.0225
II53,38.7703,85.4847
II54,38.8158,85.4464
IMS,38.7600,85.4647
IN91,41.0022,84.9919
MZZ,40.4900,85.6797
3IN4,40.7750,85.3389
II13,39.9203,85.5986
II55,39.5269,86.3003
IN20,39.4536,86.2803
90IN,39.4089,86.4442
89IN,39.5069,86.3897
II87,39.4514,86.3283
II22,41.1019,86.9322
3II5,41.0839,86.7733
2IN3,41.0847,86.9242
C92,41.1500,86.0625
47IN,38.9883,87.5181
9II0,41.2825,85.4386
MGC,41.7033,86.8211
II03,39.1986,85.1364
70IN,39.1817,85.1514
92IN,41.4233,85.8475
9II2,41.6875,86.1550
72IN,40.9119,86.8739
IN58,40.9036,84.8475
6IN6,39.5489,86.4767
9IN6,39.8408,87.3394
MCX,40.7089,86.7667
IN00,40.5453,87.0522
74IN,40.5683,85.3444
IN21,40.0431,85.2606
IG07,39.0569,85.0356
20II,39.5872,86.2756
IN99,39.4067,86.3056
9IN7,39.3547,86.3069
II84,37.9319,87.7714
2II2,37.9875,87.9383
22II,37.9169,87.7611
0IN9,37.9931,87.9514
7II3,38.0033,87.7564
IN23,37.9083,87.7583
IN56,40.1269,85.4319
MIE,40.2425,85.3958
02IN,40.2089,85.5408
7I2,40.1542,85.3167
C03,41.4461,85.9347
IN93,41.7119,86.4328
UWL,39.8758,85.3264
15IN,38.1506,87.8403
56IN,41.0792,84.9428
05II,41.0286,84.9972
04II,41.1306,84.9942
9IN2,38.5583,85.8653
2IN9,39.5667,86.1181
5II2,39.5597,86.1350
5II1,39.7828,86.6175
II59,39.8400,87.3936
11II,39.3417,86.0306
II42,40.0686,85.9222
2IN6,40.0419,85.9169
II94,40.1283,85.8861
I80,40.0036,85.9644
II86,40.0156,85.8875
4II4,41.2556,86.7881
II90,41.1997,86.8364
9II3,41.5625,86.4722
IN38,41.5453,86.4528
82IN,40.9811,85.9292
45IN,38.9964,85.7481
IN67,38.9372,85.7375
OVO,39.0453,85.6056
2IG4,38.8514,87.4997
7I4,38.6583,86.4431
2IN0,40.8369,85.1711
IN29,40.5736,87.1036
4II6,38.3792,86.0817
5II8,38.4100,86.1289
I42,38.5833,86.4625
IG03,39.3917,86.6000
1IN0,40.1333,85.2306
IN30,38.4022,87.5994
IN43,38.4750,85.9972
6IN5,40.0328,85.7836
IN31,40.0222,85.7536
IN32,39.9772,85.7444
83IN,40.7397,86.0006
GUS,40.6481,86.1522
I76,40.7858,86.1464
IN33,40.7361,86.1153
IN34,40.8344,86.0522
IN03,38.4639,87.2500
1IN6,40.4017,87.2203
II91,39.8439,86.5053
46IN,41.3811,86.2228
II62,41.3878,86.2586
C65,41.3650,86.3006
3IN2,40.4192,85.8561
PLD,40.4508,84.9900
34IN,40.3403,85.0181
7IN3,38.2436,87.7900
61Y,38.2075,87.7744
52IN,39.3414,87.5314
IN41,40.3547,85.0492
II26,40.7039,87.1878
4IN8,40.8675,87.0683
II65,40.8875,87.1236
RZL,40.9478,87.1825
IN39,40.7672,86.9208
RID,39.7572,84.8428
IN47,39.7736,84.9228
31II,38.9258,84.9119
IN45,39.8250,86.8833
2IN2,41.0092,85.3714
8IS2,40.9978,85.3889
44II,40.9531,85.3867
RCR,41.0656,86.1817
IN46,39.7389,87.2194
45II,41.6336,86.5858
6IN8,39.5286,85.3167
IN05,39.6606,85.5483
II68,39.8550,86.9592
IN44,38.5642,86.0575
71IN,38.6658,86.0058
I83,38.6019,86.1400
IN26,41.2614,86.8725
16II,41.1831,86.9336
IN55,40.0792,87.2611
32II,38.8164,85.1064
8I1,38.6944,85.1983
IN92,38.6528,87.5636
28IN,38.6378,87.4347
IN15,38.6047,87.4631
IWH,40.7619,85.7989
II74,41.5597,86.0531
6IN4,39.4658,85.6986
6IN2,39.4936,85.6486
17II,41.4500,86.5103
87IN,41.4531,86.4697
59IN,41.4736,86.4508
4IN4,39.9753,87.1803
6II0,40.6453,86.2928
5IN5,41.2878,85.9006
ASW,41.2747,85.8400
DCY,38.7006,87.1297
4C2,41.4311,84.9817
39IN,40.0022,85.4289
II72,39.1958,85.2056
4IN9,41.4189,85.6917
85IN,40.4339,87.5050
TEL,38.0178,86.6908
3I3,39.5478,87.3772
HUF,39.4514,87.3075
2II6,40.2647,86.1028
35IN,40.2944,85.9425
5IN3,40.3003,86.0503
0IN2,40.8278,85.0861
39II,41.5147,85.5522
IN72,40.7858,85.2442
4C1,41.4539,86.7922
09II,38.4472,86.4450
VPZ,41.4539,87.0072
5IN4,41.4833,86.9500
2K8,37.2753,97.7589
30KS,37.1322,97.0733
7KS3,37.5292,94.6961
K58,37.1667,99.7750
K59,39.5706,95.1803
ADT,39.8400,101.0419
20KS,37.6758,96.8853
3AU,37.6717,97.0778
SN20,37.7194,97.0489
SN19,37.6250,97.0961
07KS,37.7342,96.9367
SN18,37.6667,97.0169
SN21,38.8228,95.2878
47KS,38.7706,95.2744
K64,38.8375,95.1822
SN22,39.1122,94.9561
8KS1,39.1719,94.9808
78KS,37.0167,94.8003
59KS,38.4083,95.0192
SN07,37.6592,96.5272
SN10,37.3958,97.2100
SN32,37.4264,97.2694
RPB,39.8178,97.6594
K61,39.4711,98.1289
08KS,39.0347,97.5800
7KS9,37.8489,97.5100
SN62,37.8742,97.5125
1K1,37.7753,97.1133
SN46,37.8719,97.0722
SN25,37.4186,101.5583
5K0,39.7425,101.5558
51IN,40.4928,86.9056
I72,40.0489,86.1578
IN60,40.0178,86.1603
IN04,38.8464,87.2403
5IN6,41.5875,86.9028
68IN,41.1214,86.9975
IN61,41.2642,87.1344
6II8,38.6544,87.2828
II78,39.8583,85.6017
RWN,41.0922,86.6128
0IN3,41.1167,86.6667
II79,41.0769,86.7244
I22,40.1689,84.9256
II81,38.3806,87.2206
5IN9,41.3161,85.4650
0IN4,41.1278,84.9472
3II3,41.0869,84.8411
55IN,41.1447,84.8622
53II,41.0731,84.8408
5II9,39.3528,87.3733
K78,38.9042,97.2358
SN14,38.4167,95.5169
3KS8,37.2564,95.3336
13KS,37.6978,97.1103
ANY,37.1586,98.0797
7K6,37.0833,97.9642
0KS7,37.6928,97.8864
69KS,38.6697,94.7425
8K8,37.8306,100.3506
SN33,39.4333,97.1211
CYW,39.3872,97.1572
SN34,37.5750,97.4919
CFV,37.0942,95.5719
CBK,39.4275,101.0467
3K8,37.2281,99.3308
CNK,39.5492,97.6522
SN36,37.4264,97.6378
9K0,38.3586,96.5544
K63,38.6764,96.5728
4KS2,39.0186,94.9544
06SN,37.5839,97.2531
K50,37.5664,97.1744
SN40,37.5236,97.1983
35KS,37.5336,97.3117
K65,38.4897,100.4794
DDC,37.7631,99.9656
0KS9,37.5158,96.9197
4KS8,39.5911,101.5928
SN27,39.0625,94.9447
1KS9,39.0456,94.9489
SN28,38.8686,97.9378
8K0,37.5458,99.6417
SN78,38.6981,94.7189
SN29,38.1875,99.5339
UKL,38.3025,95.7250
SN08,37.9917,97.6564
SN48,37.7883,98.8497
01K,37.0361,97.5864
CNU,37.6689,95.4850
8KS8,38.9178,97.0078
SN13,37.6583,97.7744
FSK,37.7983,94.7694
18K,37.3842,100.1861
SN53,37.4333,95.9169
1K7,37.5806,95.8369
SN55,38.2153,101.0033
36KS,37.4747,95.3436
GCK,37.9275,100.7244
K34,38.8069,94.9561
00KS,38.7278,94.9306
SN59,38.8528,94.9100
K68,38.2772,95.2153
9KS5,38.5778,98.1003
SN41,37.5042,94.8267
SN64,37.6958,97.5392
SN65,37.5917,97.6169
SN61,37.6597,97.6294
27KS,39.1289,101.7167
5KS2,39.3417,101.6658
GLD,39.3706,101.6989
9KS6,38.8131,100.5706
SN67,38.3833,98.7503
GBD,38.3442,98.8592
8K7,37.6000,99.2750
45KS,37.4039,96.4533
SN05,38.0314,97.5092
8KS2,37.9389,96.2308
SN69,37.9314,94.6428
SN71,37.3028,97.9642
5KS3,37.2794,98.0181
8K2,37.2781,98.0436
SN70,37.2514,97.9544
SN72,38.3000,95.4400
9KS7,38.2778,95.4433
60KS,37.5139,97.0003
SN52,37.4792,97.0128
1KS2,39.3139,95.0717
SN43,39.5042,95.4711
EQA,37.7742,96.8175
SN58,37.8700,96.6467
9K6,37.8006,96.7989
SN44,37.3000,95.9003
05KS,37.2661,95.9592
EHA,37.0008,101.8800
1K6,38.3728,98.5986
9K7,38.7503,98.2292
SN37,38.3869,96.7297
51KS,38.6369,97.2136
EMP,38.3322,96.1911
6KS8,38.3483,96.1469
SN04,38.4231,96.3719
15KS,38.4306,96.0883
1KS4,38.9000,97.1169
SN47,38.7667,96.1072
52KS,38.9028,95.1322
13K,37.8517,96.2917
FLV,39.3683,94.9147
FRI,39.0528,96.7644
MHK,39.1411,96.6708
49KS,39.2142,96.6722
43KS,39.1019,96.4178
SN92,39.3333,96.7003
TKO,39.8028,98.2211
43K,38.3375,96.9917
MYZ,39.8553,96.6306
5KS9,39.8258,101.3628
5KS8,39.8181,101.3486
SN90,39.2264,95.1919
